id,character,rating
3292148570,Han Solo,Favorably
3292148570,Luke Skywalker,Favorably
3292148570,Princess Leia Organa,Favorably
3292148570,Anakin Skywalker,Neutral
3292148570,Obi Wan Kenobi,Neutral
3292148570,Emperor Palpatine,Neutral
3292148570,Darth Vader,Favorably
3292148570,Lando Calrissian,Neutral
3292148570,Boba Fett,Favorably
3292148570,C-3P0,Favorably
3292148570,R2 D2,Favorably
3292148570,Jar Jar Binks,Unfavorably
3292148570,Padme Amidala,Unfavorably
3292148570,Yoda,Favorably
3292144665,Han Solo,Favorably
3292144665,Luke Skywalker,Favorably
3292144665,Princess Leia Organa,Favorably
3292144665,Anakin Skywalker,Unfavorably
3292144665,Obi Wan Kenobi,Favorably
3292144665,Emperor Palpatine,Favorably
3292144665,Darth Vader,Favorably
3292144665,Lando Calrissian,Favorably
3292144665,Boba Fett,Favorably
3292144665,C-3P0,Favorably
3292144665,R2 D2,Favorably
3292144665,Jar Jar Binks,Unfavorably
3292144665,Padme Amidala,Favorably
3292144665,Yoda,Favorably
3292143503,Han Solo,Favorably
3292143503,Luke Skywalker,Favorably
3292143503,Princess Leia Organa,Favorably
3292143503,Anakin Skywalker,Favorably
3292143503,Obi Wan Kenobi,Favorably
3292143503,Emperor Palpatine,Unfamiliar
3292143503,Darth Vader,Unfavorably
3292143503,Lando Calrissian,Unfamiliar
3292143503,Boba Fett,Favorably
3292143503,C-3P0,Unfavorably
3292143503,R2 D2,Favorably
3292143503,Jar Jar Binks,Unfavorably
3292143503,Padme Amidala,Favorably
3292143503,Yoda,Favorably
3292131636,Han Solo,Favorably
3292131636,Luke Skywalker,Favorably
3292131636,Princess Leia Organa,Favorably
3292131636,Anakin Skywalker,Unfavorably
3292131636,Obi Wan Kenobi,Favorably
3292131636,Emperor Palpatine,Neutral
3292131636,Darth Vader,Favorably
3292131636,Lando Calrissian,Unfavorably
3292131636,Boba Fett,Favorably
3292131636,C-3P0,Unfavorably
3292131636,R2 D2,Favorably
3292131636,Jar Jar Binks,Unfamiliar
